,ALSIP,ARLINGTON HEIGHTS,BARRINGTON,BARRINGTON HILLS,BARTLETT,BEDFORD PARK,BELLWOOD,BENSENVILLE,BERKELEY,BERWYN,BLUE ISLAND,BRIDGEVIEW,BROADVIEW,BROOKFIELD,BUFFALO GROVE,BURBANK,BURNHAM,BURR RIDGE,CALUMET CITY,CALUMET PARK,CHICAGO HEIGHTS,CHICAGO RIDGE,CICERO,COUNTRY CLUB HILLS,COUNTRYSIDE,CRESTWOOD,DEER PARK,DEERFIELD,DES PLAINES,DIXMOOR,DOLTON,EAST DUNDEE,EAST HAZELCREST,ELGIN,ELK GROVE VILLAGE,ELMHURST,ELMWOOD PARK,EVANSTON,EVERGREEN PARK,FLOSSMOOR,FORD HEIGHTS,FOREST PARK,FORESTVIEW,FRANKFORT,FRANKLIN PARK,GLENCOE,GLENVIEW,GLENWOOD,GOLF,HANOVER PARK,HARVEY,HARWOOD HEIGHTS,HAZELCREST,HICKORY HILLS,HILLSIDE,HINSDALE,HODGKINS,HOFFMAN ESTATES,HOMER GLEN,HOMETOWN,HOMEWOOD,INDIAN HEAD PARK,INVERNESS,JUSTICE,KENILWORTH,LA GRANGE,LA GRANGE PARK,LANSING,LEMONT,LINCOLNWOOD,LYNWOOD,LYONS,MARKHAM,MATTESON,MAYWOOD,MC COOK,MELROSE PARK,MERRIONETTE PARK,MIDLOTHIAN,MORTON GROVE,MT PROSPECT,NILES,NORRIDGE,NORTH LAKE,NORTH RIVERSIDE,NORTHBROOK,NORTHFIELD,OAK BROOK,OAK FOREST,OAK LAWN,OAK PARK,OLYMPIA FIELDS,ORLAND HILLS,ORLAND PARK,PALATINE,PALOS HEIGHTS,PALOS HILLS,PALOS PARK,PARK FOREST,PARK RIDGE,PHOENIX,POSEN,PROSPECT HEIGHTS,RICHTON PARK,RIVER FOREST,RIVER GROVE,RIVERDALE,RIVERSIDE,ROBBINS,ROLLING MEADOWS,ROSELLE,ROSEMONT,SAUK VILLAGE,SCHAUMBURG,SCHILLER PARK,SKOKIE,SOUTH BARRINGTON,SOUTH CHICAGO HEIGHTS,SOUTH HOLLAND,STEGER,STICKNEY,STONE PARK,STREAMWOOD,SUMMIT,THORNTON,TINLEY PARK,UNIVERSITY PARK,WESTCHESTER,WESTERN SPRINGS,WHEELING,WILLOW SPRINGS,WILMETTE,WINNETKA,WORTH,CHICAGO
rate_2017,12.978,9.896,7.260,7.793,11.938,13.384,17.757,11.530,13.301,14.008,14.934,12.968,12.701,11.304,11.416,11.400,21.272,6.807,23.949,18.886,18.532,12.377,15.490,23.726,7.507,10.867,9.803,8.272,9.807,17.316,24.916,9.654,20.062,11.437,9.584,6.618,10.596,9.054,12.635,17.168,33.996,11.381,13.606,12.247,13.279,8.330,7.641,18.512,8.698,12.223,25.269,8.878,22.011,11.302,13.291,6.583,10.685,10.681,7.905,11.700,16.097,7.885,8.842,11.551,8.444,8.785,9.471,18.583,7.564,9.197,13.521,12.227,23.293,17.310,20.073,13.989,11.001,11.100,13.915,10.563,10.322,8.762,8.511,13.665,8.937,7.899,7.332,6.578,13.976,11.706,12.204,16.705,9.654,9.122,10.469,9.902,9.864,8.273,33.619,9.605,26.390,13.446,11.260,17.525,9.884,11.903,28.760,11.157,15.081,10.804,10.207,9.873,16.147,10.009,12.250,10.184,7.479,13.531,18.211,11.962,13.632,16.788,11.702,14.954,18.954,12.252,20.470,9.116,7.449,11.863,11.120,7.784,7.850,13.718,7.266
