STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,statefp_2,COUNTYFP,COUNTYNS,geoid_2,name_2,namelsad_2,lsad_2,classfp_2,mtfcc_2,CSAFP,CBSAFP,METDIVFP,funcstat_2,aland_2,awater_2,intptlat_2,intptlon_2
17,51089,02399416,1751089,Mount Prospect,Mount Prospect village,47,C1,N,N,G4110,A,27762266,99694,+42.0642021,-087.9373643,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,54820,02399538,1754820,Oak Lawn,Oak Lawn village,47,C1,N,N,G4110,A,22198857,0,+41.7138848,-087.7527766,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,54534,02399533,1754534,Oak Brook,Oak Brook village,47,C1,N,N,G4110,A,20636524,843964,+41.8363955,-087.9531734,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,09642,02393465,1709642,Burbank,Burbank city,25,C1,N,N,G4110,A,10799727,0,+41.7444204,-087.7685050,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,09798,02397502,1709798,Burnham,Burnham village,47,C1,N,N,G4110,A,4804115,220107,+41.6394802,-087.5449604,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,10487,02393502,1710487,Calumet City,Calumet City city,25,C1,N,N,G4110,A,18598990,322264,+41.5965790,-087.5644474,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,14065,02397620,1714065,Chicago Ridge,Chicago Ridge village,47,C1,N,N,G4110,A,5873966,0,+41.7034146,-087.7794673,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,14351,02396647,1714351,Cicero,Cicero town,43,C1,N,N,G4110,A,15190399,0,+41.8445373,-087.7592899,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,48242,02399308,1748242,Melrose Park,Melrose Park village,47,C1,N,N,G4110,A,10977582,0,+41.9028980,-087.8643063,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,48892,02399337,1748892,Midlothian,Midlothian village,47,C1,N,N,G4110,A,7301795,0,+41.6254282,-087.7242328,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,50647,02399403,1750647,Morton Grove,Morton Grove village,47,C1,N,N,G4110,A,13178266,0,+42.0423210,-087.7890121,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,53377,02399504,1753377,Norridge,Norridge village,47,C1,N,N,G4110,A,4688659,0,+41.9637377,-087.8231947,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,53663,02399527,1753663,Northfield,Northfield village,47,C1,N,N,G4110,A,8365831,276,+42.1029681,-087.7773760,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,70564,02399841,1770564,South Barrington,South Barrington village,47,C1,N,N,G4110,A,19246930,732982,+42.0889919,-088.1571843,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,70629,02399845,1770629,South Chicago Heights,South Chicago Heights village,47,C1,N,N,G4110,A,4093973,42091,+41.4834057,-087.6372011,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,70850,02399849,1770850,South Holland,South Holland village,47,C1,N,N,G4110,A,18748113,40377,+41.5981633,-087.6026592,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,73638,02399930,1773638,Summit,Summit village,47,C1,N,N,G4110,A,5487597,357949,+41.7884523,-087.8139211,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,75185,02399975,1775185,Thornton,Thornton village,47,C1,N,N,G4110,A,6150155,67750,+41.5741485,-087.6193001,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,80047,02400148,1780047,Westchester,Westchester village,47,C1,N,N,G4110,A,9546167,0,+41.8491960,-087.8906194,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,65806,02399122,1765806,Roselle,Roselle village,47,C1,N,N,G4110,A,14160165,113854,+41.9802289,-088.0858630,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,09980,02397506,1709980,Burr Ridge,Burr Ridge village,47,C1,N,N,G4110,A,18323033,349577,+41.7478977,-087.9201050,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,53871,02395266,1753871,Northlake,Northlake city,25,C1,N,N,G4110,A,8215014,0,+41.9143013,-087.9054910,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,54885,02399539,1754885,Oak Park,Oak Park village,47,C1,N,N,G4110,A,12172451,0,+41.8871644,-087.7899404,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,55938,02399572,1755938,Olympia Fields,Olympia Fields village,47,C1,N,N,G4110,A,7610910,9275,+41.5219964,-087.6916481,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,57381,02396133,1757381,Palos Heights,Palos Heights city,25,C1,N,N,G4110,A,9778679,252938,+41.6634391,-087.7960438,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,57394,02396134,1757394,Palos Hills,Palos Hills city,25,C1,N,N,G4110,A,10997854,113872,+41.7006815,-087.8252968,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,16691,02393651,1716691,Country Club Hills,Country Club Hills city,25,C1,N,N,G4110,A,12824116,43099,+41.5634529,-087.7254094,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,16873,02393653,1716873,Countryside,Countryside city,25,C1,N,N,G4110,A,7453674,0,+41.7742038,-087.8752240,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,17497,02398649,1717497,Crestwood,Crestwood village,47,C1,N,N,G4110,A,7893014,72892,+41.6455985,-087.7400776,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,20149,02398731,1720149,Dixmoor,Dixmoor village,47,C1,N,N,G4110,A,3233698,0,+41.6329505,-087.6672326,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,20292,02398734,1720292,Dolton,Dolton village,47,C1,N,N,G4110,A,11830749,304312,+41.6302755,-087.5968340,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,34722,02394377,1734722,Highland Park,Highland Park city,25,C1,N,N,G4110,A,31703742,84688,+42.1823717,-087.8108445,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,44524,02398471,1744524,Long Grove,Long Grove village,47,C1,N,N,G4110,A,31984021,569743,+42.1950260,-088.0109414,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,64538,02399094,1764538,Riverwoods,Riverwoods village,47,C1,N,N,G4110,A,10274977,121264,+42.1729033,-087.8948615,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,35411,02398519,1735411,Hoffman Estates,Hoffman Estates village,47,C1,Y,N,G4110,A,54537910,466419,+42.0652173,-088.1529963,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,82049,02399701,1782049,Willow Springs,Willow Springs village,47,C1,N,N,G4110,A,10919835,288115,+41.7349938,-087.8843463,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,44225,02395740,1744225,Lockport,Lockport city,25,C1,N,N,G4110,A,29542274,102775,+41.5873734,-088.0303494,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,27644,02393010,1727644,Frankfort Square,Frankfort Square CDP,57,U1,N,N,G4210,S,6608196,0,+41.5220603,-087.8033600,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
17,81938,02393860,1781938,Willowbrook,Willowbrook CDP,57,U1,N,N,G4210,S,8637585,41009,+41.4535262,-087.5382490,17,031,01784766,17031,Cook,Cook County,06,H1,G4020,176,16980,16974,A,-1847596478,1786313044,+41.8942937,-087.6454546
